countryName,countryCode,indicatorName,indicatorCode,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Egypt,EGY,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,86.9272403717041,84.78285026550293,86.88541030883789,,86.01348399356957,,88.68205080363775,89.47641029889074,91.89436073438141,93.89864331402437,95.51618328603047,96.80059754380865,,95.59997853191534,96.48561369509896
Egypt,EGY,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,,,,,72.99970278599027,,74.57730584898067,74.65835183336995,75.19707353561563,76.00305122723177,77.67206481017259,80.35246576337869,,81.46419447910387,82.16313468010381
Egypt,EGY,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,,,86.46868991851807,,85.27878476417999,,88.17475915148336,89.1479563752232,91.97846454276159,94.04303330929645,95.6761493848345,96.91707695427424,,95.67628796351482,96.52176472160649
Egypt,EGY,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,,,87.28359985351562,,86.71663821044353,,89.1663075706512,89.78945645262752,91.81427977079937,93.76117048824621,95.36380905541405,96.68956428741764,,95.52710580949014,96.45107732872421
Egypt,EGY,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,,,,,72.84720470160849,,73.78196481562992,73.87720460270559,74.51864674781292,75.43701552305117,76.97774664100868,79.41554753818794,,80.42291437311185,81.61340954827003
Egypt,EGY,"In-school proxy, secondary BEST (2T3), male (%) [STRICT]",UIS.INS.SEC.M,,,,,73.14435736133834,,75.33559766928624,75.40485606529874,75.84641849384009,76.54540728301777,78.3374682966726,81.24957347095848,,82.45777236093299,82.68727269913268
Egypt,EGY,"Pupil-teacher ratio, primary (trained) (ratio)",UIS.PTR.PRM.TRAINED,,,,32.19155395120254,,,30.85265482975613,,28.62758945492667,29.53265726403437,33.58267013292974,31.83586904694205,,35.53703253806329,36.59870731649359
Egypt,EGY,"PTR secondary source flag (2T3 / avg(2,3) / only2 / only3 / missing)",UIS.PTR.SEC.SOURCE,missing,missing,missing,only2,missing,missing,2T3,missing,2T3,2T3,2T3,2T3,missing,2T3,2T3
Egypt,EGY,"Pupil-teacher ratio, secondary (trained) BEST (ratio)",UIS.PTR.SEC.TRAINED,,,,26.0896965820684,,,21.9655726751634,,18.51700251506302,19.11240912071692,21.82585026452674,21.39379943397322,,24.90612452927613,26.59777985817038
Egypt,EGY,"Out-of-school rate, primary age (%) (ROFST.1.CP)",UIS.ROFST.1.CP,13.0727596282959,15.21714973449707,13.11458969116211,,13.98651600643044,,11.31794919636225,10.52358970110926,8.105639265618588,6.101356685975625,4.483816713969532,3.19940245619135,,4.400021468084655,3.514386304901043
Egypt,EGY,"Out-of-school rate, secondary age BEST (%) (ROFST.2T3.CP) [STRICT]",UIS.ROFST.SEC.BEST,,,,,27.00029721400973,,25.42269415101933,25.34164816663005,24.80292646438437,23.99694877276824,22.32793518982741,19.64753423662132,,18.53580552089614,17.83686531989619
Egypt,EGY,Secondary BEST source flag (2T3 / missing) [STRICT],UIS.SEC.SOURCE,missing,missing,missing,missing,2T3,missing,2T3,2T3,2T3,2T3,2T3,2T3,missing,2T3,2T3
Eritrea,ERI,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,57.67530822753906,62.71020126342773,66.60863876342773,66.5878791809082,66.90539932250977,65.70063018798828,,60.63708114624023,60.6209602355957,,,,59.61518859863281,,
Eritrea,ERI,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,55.59812164306641,53.94187164306641,53.39218139648437,55.23392868041992,55.38434982299805,52.60586929321289,,53.86027145385742,55.55450820922852,,,,59.12660980224609,,
Eritrea,ERI,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,53.58626174926758,57.90377044677734,61.44044876098633,62.23461151123047,62.61003112792969,61.74901962280273,,57.15871810913086,57.02811813354492,,,,56.49937057495117,,
Eritrea,ERI,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,61.71776962280273,67.45830917358398,71.7109603881836,70.87933921813965,71.13765907287598,69.59242057800293,,64.06016159057617,64.15518951416016,,,,62.67420959472656,,
Eritrea,ERI,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,47.65176010131836,46.79999160766602,46.3037109375,48.6008186340332,48.89125823974609,46.99961853027344,,49.14170837402344,51.03733062744141,,,,53.75751113891602,,
Eritrea,ERI,"In-school proxy, secondary BEST (2T3), male (%) [STRICT]",UIS.INS.SEC.M,63.49763870239258,61.03593826293945,60.42457962036133,61.80168914794922,61.80862045288086,58.14561080932617,,58.51638031005859,60.01078033447266,,,,64.42082977294922,,
Eritrea,ERI,"Pupil-teacher ratio, primary (trained) (ratio)",UIS.PTR.PRM.TRAINED,40.46131134033203,44.47666931152344,45.70558929443359,57.18378829956055,60.07709121704102,,,,45.8692512512207,,,,43.02745056152344,,
Eritrea,ERI,"PTR secondary source flag (2T3 / avg(2,3) / only2 / only3 / missing)",UIS.PTR.SEC.SOURCE,2T3,2T3,2T3,2T3,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
Eritrea,ERI,"Pupil-teacher ratio, secondary (trained) BEST (ratio)",UIS.PTR.SEC.TRAINED,57.92248153686523,55.53409957885742,48.95853042602539,46.24444961547852,,,,,,,,,,,
Eritrea,ERI,"Out-of-school rate, primary age (%) (ROFST.1.CP)",UIS.ROFST.1.CP,42.32469177246094,37.28979873657227,33.39136123657227,33.4121208190918,33.09460067749023,34.29936981201172,,39.36291885375977,39.3790397644043,,,,40.38481140136719,,
Eritrea,ERI,"Out-of-school rate, secondary age BEST (%) (ROFST.2T3.CP) [STRICT]",UIS.ROFST.SEC.BEST,44.40187835693359,46.05812835693359,46.60781860351563,44.76607131958008,44.61565017700195,47.39413070678711,,46.13972854614258,44.44549179077148,,,,40.87339019775391,,
Eritrea,ERI,Secondary BEST source flag (2T3 / missing) [STRICT],UIS.SEC.SOURCE,2T3,2T3,2T3,2T3,2T3,2T3,missing,2T3,2T3,missing,missing,missing,2T3,missing,missing
Spain,ESP,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,98.20626997947693,98.03857004642487,97.71303009986877,97.35788011550903,97.15609002113342,96.96481990814209,97.06396007537842,97.27436995506287,97.54120993614197,97.94284009933472,98.16955995559692,98.14075994491577,98.20626997947693,98.71194994449615,
Spain,ESP,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,96.360680103302,96.37459993362427,96.60106992721558,96.29298996925354,95.8915901184082,95.62607002258301,95.59027004241943,95.61184978485107,95.69362020492554,95.72996997833252,95.67383003234863,95.92417001724243,95.84731006622314,96.13268995285034,
Spain,ESP,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,98.35372996330261,98.19665002822876,97.85208010673523,97.49703001976013,97.36030006408691,97.20432996749878,97.30789995193481,97.53902006149292,97.75541996955872,98.10341000556946,98.29837000370026,98.23512005805969,98.30324995517731,98.67259001731873,
Spain,ESP,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,98.06684994697571,97.88913989067078,97.58170008659363,97.22642993927002,96.9636299610138,96.73943996429443,96.83503007888794,97.0260500907898,97.34042000770569,97.79226994514465,98.04868996143341,98.05218994617462,98.115149974823,98.74905002117157,
Spain,ESP,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,97.08114004135132,96.8363299369812,97.00514006614685,96.7094099521637,96.27748990058899,96.03147006034851,96.06461000442505,96.19260001182556,96.34382009506226,96.44071006774902,96.42735004425049,96.62295007705688,96.37226009368896,96.35188007354736,
Spain,ESP,"In-school proxy, secondary BEST (2T3), male (%) [STRICT]",UIS.INS.SEC.M,95.68065977096558,95.93937015533447,96.21981000900269,95.9004898071289,95.52740001678467,95.24390983581543,95.14300012588501,95.06423997879028,95.0809998512268,95.06103992462158,94.9667501449585,95.26856994628906,95.3560299873352,95.92639017105103,
Spain,ESP,"Pupil-teacher ratio, primary (trained) (ratio)",UIS.PTR.PRM.TRAINED,12.40145015716553,12.39875984191895,12.60120964050293,13.31974983215332,13.09628963470459,13.18622970581055,12.99102020263672,13.1317195892334,13.03806018829346,12.88941955566406,12.80202960968018,11.80208015441895,11.75327014923096,11.76556968688965,
Spain,ESP,"PTR secondary source flag (2T3 / avg(2,3) / only2 / only3 / missing)",UIS.PTR.SEC.SOURCE,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,missing
Spain,ESP,"Pupil-teacher ratio, secondary (trained) BEST (ratio)",UIS.PTR.SEC.TRAINED,10.80488014221191,11.05290985107422,11.35027027130127,12.01327991485596,11.90956974029541,11.98293972015381,11.60931015014648,11.56882953643799,11.46045017242432,11.25944042205811,11.17753028869629,10.96039009094238,10.97959995269775,10.84506988525391,
Spain,ESP,"Out-of-school rate, primary age (%) (ROFST.1.CP)",UIS.ROFST.1.CP,1.793730020523071,1.961429953575134,2.286969900131226,2.642119884490967,2.843909978866577,3.03518009185791,2.936039924621582,2.725630044937134,2.458790063858032,2.057159900665283,1.830440044403076,1.859240055084229,1.793730020523071,1.288050055503845,
Spain,ESP,"Out-of-school rate, secondary age BEST (%) (ROFST.2T3.CP) [STRICT]",UIS.ROFST.SEC.BEST,3.639319896697998,3.625400066375732,3.398930072784424,3.70701003074646,4.108409881591797,4.373929977416992,4.409729957580566,4.388150215148926,4.306379795074463,4.27003002166748,4.326169967651367,4.075829982757568,4.152689933776855,3.867310047149658,
Spain,ESP,Secondary BEST source flag (2T3 / missing) [STRICT],UIS.SEC.SOURCE,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,missing
Estonia,EST,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,,,,,97.55687999725342,97.516930103302,97.54373002052307,97.58740997314453,97.6307098865509,97.73604011535645,97.78204011917114,97.87695002555847,98.17594003677368,97.53447008132935,
Estonia,EST,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,,,,,96.28569006919861,95.59385013580322,95.71767997741699,95.50402021408081,95.50530004501343,95.52982997894287,95.56413984298706,95.858069896698,96.19374990463257,94.42941999435425,
Estonia,EST,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,,,,,97.59080004692078,97.57863998413086,97.61307001113892,97.60486006736755,97.71085000038147,97.82505989074707,97.81493997573853,97.93770003318787,98.21390998363495,97.50229001045227,
Estonia,EST,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,,,,,97.52483010292053,97.4583899974823,97.47811007499695,97.57088994979858,97.55521011352539,97.65170001983643,97.75072002410889,97.81895995140076,98.13962996006012,97.56518006324768,
Estonia,EST,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,,,,,96.8287000656128,96.14490008354187,96.1740300655365,95.93620014190674,95.76151990890503,95.79517984390259,95.87076997756958,96.18004989624023,96.43538999557495,94.71634006500244,
Estonia,EST,"In-school proxy, secondary BEST (2T3), male (%) [STRICT]",UIS.INS.SEC.M,,,,,95.77544021606445,95.07746982574463,95.28775978088379,95.09336996078491,95.26082992553711,95.27885007858276,95.27346992492676,95.55164003372192,95.9646201133728,94.1571397781372,
Estonia,EST,"PTR secondary source flag (2T3 / avg(2,3) / only2 / only3 / missing)",UIS.PTR.SEC.SOURCE,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
Estonia,EST,"Out-of-school rate, primary age (%) (ROFST.1.CP)",UIS.ROFST.1.CP,,,,,2.443120002746582,2.483069896697998,2.456269979476929,2.412590026855469,2.369290113449097,2.263959884643555,2.217959880828857,2.123049974441528,1.824059963226318,2.465529918670654,
Estonia,EST,"Out-of-school rate, secondary age BEST (%) (ROFST.2T3.CP) [STRICT]",UIS.ROFST.SEC.BEST,,,,,3.714309930801392,4.406149864196777,4.282320022583008,4.495979785919189,4.494699954986572,4.470170021057129,4.435860157012939,4.141930103302002,3.806250095367432,5.570580005645752,
Estonia,EST,Secondary BEST source flag (2T3 / missing) [STRICT],UIS.SEC.SOURCE,missing,missing,missing,missing,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,missing
Ethiopia,ETH,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,71.82385021666406,75.2490005493164,76.27666313998374,,80.86601262898834,79.78290173260056,,,,,,74.26662063598633,75.35494486535815,76.17194194811525,77.54489172471578
Ethiopia,ETH,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,,,,,42.41949285152013,42.85252637727697,,,,,,,43.43777822078528,41.75398498736711,39.18349203977638
Ethiopia,ETH,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,70.24530365830566,73.41198921203613,74.6368365297244,,78.55681035780913,77.25779172687051,,,,,,71.20890998840332,72.54538717632566,73.58585344322736,74.92187163838294
Ethiopia,ETH,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,73.35632095091108,77.03342056274414,77.86970020433682,,83.10654723514838,82.23052110830241,,,,,,77.22076034545898,78.0691305809988,78.6706652943006,80.07987780182526
Ethiopia,ETH,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,,,,,40.79967540497703,40.49245002131116,,,,,,,42.97096308990369,41.90425838411427,39.73262138598502
Ethiopia,ETH,"In-school proxy, secondary BEST (2T3), male (%) [STRICT]",UIS.INS.SEC.M,,,,,43.99330917704026,45.148942992724,,,,,,,43.89208757586083,41.6078335687107,38.64972815622346
Ethiopia,ETH,"Pupil-teacher ratio, primary (trained) (ratio)",UIS.PTR.PRM.TRAINED,137.3348340635544,108.2850960998089,79.4154803735662,,67.65565936124646,,,,,,,,,,
Ethiopia,ETH,"PTR secondary source flag (2T3 / avg(2,3) / only2 / only3 / missing)",UIS.PTR.SEC.SOURCE,only2,only2,"avg(2,3)",missing,missing,only3,missing,missing,missing,missing,missing,missing,missing,missing,missing
Ethiopia,ETH,"Pupil-teacher ratio, secondary (trained) BEST (ratio)",UIS.PTR.SEC.TRAINED,85.04332665802804,66.71811088578008,68.14933323286317,,,43.66558837890625,,,,,,,,,
Ethiopia,ETH,"Out-of-school rate, primary age (%) (ROFST.1.CP)",UIS.ROFST.1.CP,28.17614978333594,24.75099945068359,23.72333686001626,,19.13398737101166,20.21709826739944,,,,,,25.73337936401367,24.64505513464185,23.82805805188475,22.45510827528422
Ethiopia,ETH,"Out-of-school rate, secondary age BEST (%) (ROFST.2T3.CP) [STRICT]",UIS.ROFST.SEC.BEST,,,,,57.58050714847987,57.14747362272303,,,,,,,56.56222177921472,58.24601501263289,60.81650796022362
Ethiopia,ETH,Secondary BEST source flag (2T3 / missing) [STRICT],UIS.SEC.SOURCE,missing,missing,missing,missing,2T3,2T3,missing,missing,missing,missing,missing,missing,2T3,2T3,2T3
Finland,FIN,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,98.79044997692108,98.87082004547119,98.73774003982544,98.66126000881195,98.66273999214172,98.39759004116058,98.37029004096985,98.17044997215271,98.17867004871368,97.77228999137878,98.10889005661011,98.6387699842453,98.02367997169495,98.44766998291016,
Finland,FIN,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,95.97948980331421,95.70235013961792,95.63595008850098,96.70583009719849,96.54203009605408,97.2532000541687,97.57261991500854,97.37817001342773,97.57321000099182,97.99916005134583,97.90398001670837,97.44825005531311,96.98971009254456,97.11753010749817,
Finland,FIN,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,98.75683999061584,98.77270996570587,98.72924995422363,98.71633994579315,98.73840999603271,98.43341994285583,98.40195000171661,98.27456998825073,98.32631003856659,98.09047996997833,98.37376999855042,98.61274003982544,97.97164988517761,98.44281005859375,
Finland,FIN,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,98.82260000705719,98.9646600484848,98.74584996700287,98.60864996910095,98.59022998809814,98.36329996585846,98.33993995189667,98.07084000110626,98.03736996650696,97.4679000377655,97.85541009902954,98.66365003585815,98.07342994213104,98.45231997966766,
Finland,FIN,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,96.12307000160217,95.70905017852783,95.53560018539429,96.60648989677429,96.42717003822327,97.1406900882721,97.40038990974426,97.45547008514404,97.38139009475708,97.55629992485046,97.865149974823,97.70800995826721,97.16458010673523,97.34665989875793,
Finland,FIN,"In-school proxy, secondary BEST (2T3), male (%) [STRICT]",UIS.INS.SEC.M,95.8414101600647,95.6958999633789,95.73255014419556,96.80135011672974,96.65195989608765,97.36086988449097,97.737380027771,97.3047399520874,97.7550299167633,98.42098999023438,97.9411199092865,97.19998002052307,96.82240009307861,96.89873003959656,
Finland,FIN,"PTR secondary source flag (2T3 / avg(2,3) / only2 / only3 / missing)",UIS.PTR.SEC.SOURCE,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
Finland,FIN,"Out-of-school rate, primary age (%) (ROFST.1.CP)",UIS.ROFST.1.CP,1.209550023078918,1.129179954528809,1.262259960174561,1.338739991188049,1.337260007858276,1.602409958839417,1.629709959030151,1.82955002784729,1.821329951286316,2.227710008621216,1.891109943389893,1.3612300157547,1.976320028305054,1.552330017089844,
Finland,FIN,"Out-of-school rate, secondary age BEST (%) (ROFST.2T3.CP) [STRICT]",UIS.ROFST.SEC.BEST,4.020510196685791,4.29764986038208,4.364049911499023,3.294169902801514,3.457969903945923,2.746799945831299,2.427380084991455,2.621829986572266,2.426789999008179,2.000839948654175,2.096019983291626,2.55174994468689,3.010289907455444,2.882469892501831,
Finland,FIN,Secondary BEST source flag (2T3 / missing) [STRICT],UIS.SEC.SOURCE,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,missing
Fiji,FJI,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,,88.98171043395996,90.11575984954834,88.84309685016191,91.9769175194564,94.89065080335392,97.99778050565985,97.08099044414828,97.54052553775432,,97.17027997970581,,,,97.6066370237438
Fiji,FJI,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,,82.72286033630371,81.45788955688477,85.92702457090928,84.27288994290605,86.28234651449597,85.28368479860951,,86.30141171955697,,86.70357196515404,87.68815558727518,88.11960682636263,89.25647342126787,92.43477010726929
Fiji,FJI,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,,88.6894998550415,89.88199043273926,88.43956620277585,91.08409133098199,93.48456579166128,95.06689977645874,,,,,,,,
Fiji,FJI,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,,89.26051998138428,90.34008026123047,89.23257705866402,92.84388124808478,96.26284478096268,99.17700999975204,,,,,,,,
Fiji,FJI,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,,84.45234966278076,83.8032398223877,87.20877590109698,,,86.14991146960456,,,,91.11993980407715,,,89.42625045776367,92.62240982055664
Fiji,FJI,"In-school proxy, secondary BEST (2T3), male (%) [STRICT]",UIS.INS.SEC.M,,81.0550708770752,79.18985939025879,84.68384786867527,,,84.43178020509032,,,,90.20059013366699,,,89.08446025848389,92.24521017074585
Fiji,FJI,"Pupil-teacher ratio, primary (trained) (ratio)",UIS.PTR.PRM.TRAINED,,30.75971031188965,27.99728012084961,,,,,,,21.22945022583008,22.41160011291504,20.2125743415463,19.8009933207741,18.14375490966221,20.30256593014968
Fiji,FJI,"PTR secondary source flag (2T3 / avg(2,3) / only2 / only3 / missing)",UIS.PTR.SEC.SOURCE,missing,2T3,2T3,missing,missing,missing,missing,missing,missing,missing,missing,only3,only3,only3,only3
Fiji,FJI,"Pupil-teacher ratio, secondary (trained) BEST (ratio)",UIS.PTR.SEC.TRAINED,,26.46550941467285,19.29260063171387,,,,,,,,,6.847568523430592,8.377980833519056,7.405573890722406,9.376777251184834
Fiji,FJI,"Out-of-school rate, primary age (%) (ROFST.1.CP)",UIS.ROFST.1.CP,,11.01828956604004,9.88424015045166,11.15690314983809,8.023082480543591,5.109349196646077,2.002219494340154,2.919009555851709,2.459474462245686,,2.829720020294189,,,,2.393362976256203
Fiji,FJI,"Out-of-school rate, secondary age BEST (%) (ROFST.2T3.CP) [STRICT]",UIS.ROFST.SEC.BEST,,17.27713966369629,18.54211044311523,14.07297542909072,15.72711005709395,13.71765348550403,14.71631520139049,,13.69858828044303,,13.29642803484596,12.31184441272482,11.88039317363737,10.74352657873213,7.565229892730713
Fiji,FJI,Secondary BEST source flag (2T3 / missing) [STRICT],UIS.SEC.SOURCE,missing,2T3,2T3,2T3,2T3,2T3,2T3,missing,2T3,missing,2T3,2T3,2T3,2T3,2T3
France,FRA,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,98.73195004463196,99.75818000733852,99.63010999560356,99.42076998949051,98.63812005519867,99.48501998186111,99.83280000090599,99.94159999862313,99.98527999967337,99.88367000222206,99.98156999982893,99.92954999953508,99.95678000152111,99.88954000174999,
France,FRA,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,96.57360005378723,96.13718008995056,96.43069005012512,96.56670999526978,95.94911003112793,96.48320007324219,96.78509998321533,97.27347993850708,97.40176010131836,97.78586006164551,98.64660000801086,98.47342002391815,98.21412003040314,97.94622993469238,
France,FRA,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,98.69407999515533,99.94028000161052,99.9874200001359,99.69822999835014,98.82571995258331,99.56303998827934,99.97443999908864,,,,,,,,
France,FRA,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,98.76807999610901,99.58428001403809,99.28895998001099,99.15612000226974,98.458899974823,99.41042000055313,99.69758000969887,,,,,,,,
France,FRA,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,96.85156011581421,96.56839990615845,96.74766993522644,96.8253800868988,96.25989007949829,96.85560011863708,97.0857400894165,97.6129400730133,97.67884993553162,97.96526002883911,98.74329996109009,98.79814994335175,98.66475999355316,98.38631999492645,
France,FRA,"In-school proxy, secondary BEST (2T3), male (%) [STRICT]",UIS.INS.SEC.M,96.30876994132996,95.72653007507324,96.12850999832153,96.32020998001099,95.65320014953613,96.12836003303528,96.49848008155823,96.95047998428345,97.13802003860474,97.6149799823761,98.55461001396179,98.16538000106812,97.7870500087738,97.52910995483398,
France,FRA,"PTR secondary source flag (2T3 / avg(2,3) / only2 / only3 / missing)",UIS.PTR.SEC.SOURCE,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
France,FRA,"Out-of-school rate, primary age (%) (ROFST.1.CP)",UIS.ROFST.1.CP,1.268049955368042,0.2418199926614761,0.3698900043964386,0.579230010509491,1.361879944801331,0.5149800181388855,0.1671999990940094,0.0584000013768673,0.0147200003266335,0.1163299977779388,0.0184300001710653,0.0704500004649162,0.0432199984788895,0.1104599982500076,
France,FRA,"Out-of-school rate, secondary age BEST (%) (ROFST.2T3.CP) [STRICT]",UIS.ROFST.SEC.BEST,3.426399946212769,3.862819910049438,3.569309949874878,3.433290004730225,4.05088996887207,3.516799926757813,3.214900016784668,2.72652006149292,2.598239898681641,2.214139938354492,1.353399991989136,1.526579976081848,1.785879969596863,2.053770065307617,
France,FRA,Secondary BEST source flag (2T3 / missing) [STRICT],UIS.SEC.SOURCE,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,missing
Micronesia (Federated States of),FSM,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,,,,,87.01298999786377,82.36215019226074,88.40629251066342,87.1327530149881,93.85467255679586,89.20450677374127,80.93807564547635,80.93446287000934,79.98070343124601,76.06279570462328,76.94188200821918
Micronesia (Federated States of),FSM,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,,,,,,,73.78452450569242,70.25226188505368,65.19920373459982,65.66789847551661,66.44070158544939,71.04804485374879,69.22754995096828,67.50208928971745,68.81472125620233
Micronesia (Federated States of),FSM,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,,,,,84.44894981384277,80.32008934020996,85.48079533476346,85.50922694560803,97.95127545938936,86.65921974182129,81.80927003883775,82.15089984218194,81.05532757699342,77.14367808458871,78.37058464086529
Micronesia (Federated States of),FSM,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,,,,,89.60612964630127,84.41983985900879,91.32979888400497,88.74001968010027,89.85820281687121,88.08664292501312,80.10924548874,79.78440056528746,78.9705855168049,75.04715658943157,75.59950938943106
Micronesia (Federated States of),FSM,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,,,,,,,73.50404118998951,71.19087069273647,61.68275862068965,69.23718304917092,68.35953771012606,72.80689480139117,70.7984374663819,69.48606606174476,70.36301831635878
Micronesia (Federated States of),FSM,"In-school proxy, secondary BEST (2T3), male (%) [STRICT]",UIS.INS.SEC.M,,,,,,,74.06080039742126,69.3342305268778,68.67584718738264,62.07716028472326,64.50435289993754,69.2781220460344,67.66016313176002,65.54063579895822,67.30662863736721
Micronesia (Federated States of),FSM,"Pupil-teacher ratio, primary (trained) (ratio)",UIS.PTR.PRM.TRAINED,,,,,,,,,59.6864406779661,63.38990825688074,58.73853211009175,53.68067226890756,,56.58851674641149,58.22772277227723
Micronesia (Federated States of),FSM,"PTR secondary source flag (2T3 / avg(2,3) / only2 / only3 / missing)",UIS.PTR.SEC.SOURCE,missing,missing,missing,missing,only2,only2,only2,missing,only2,only2,only2,only2,missing,only2,only2
Micronesia (Federated States of),FSM,"Pupil-teacher ratio, secondary (trained) BEST (ratio)",UIS.PTR.SEC.TRAINED,,,,,78.35087719298245,52.51898734177215,5.402490139007568,,18.39301310043668,20.45026178010471,21.79268292682927,23.7483870967742,,33.92035398230089,49.9
Micronesia (Federated States of),FSM,"Out-of-school rate, primary age (%) (ROFST.1.CP)",UIS.ROFST.1.CP,,,,,12.98701000213623,17.63784980773926,11.59370748933658,12.8672469850119,6.145327443204136,10.79549322625873,19.06192435452366,19.06553712999066,20.01929656875399,23.93720429537671,23.05811799178082
Micronesia (Federated States of),FSM,"Out-of-school rate, secondary age BEST (%) (ROFST.2T3.CP) [STRICT]",UIS.ROFST.SEC.BEST,,,,,,,26.21547549430758,29.74773811494632,34.80079626540017,34.33210152448339,33.55929841455061,28.95195514625121,30.77245004903172,32.49791071028255,31.18527874379767
Micronesia (Federated States of),FSM,Secondary BEST source flag (2T3 / missing) [STRICT],UIS.SEC.SOURCE,missing,missing,missing,missing,missing,missing,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3,2T3
Gabon,GAB,"In-school proxy (100 - ROFST.1.CP), primary age (%)",SE.PRM.TENR,,,,,,,,,,71.23669792924134,,,,,
Gabon,GAB,"In-school proxy (100 - ROFST.2T3.CP), secondary age BEST (%) [STRICT]",SE.SEC.NENR,,,,,,,,,,60.22014370220371,,,,,
Gabon,GAB,"In-school proxy, primary age, female (%)",UIS.INS.PRM.F,,,,,,,,,,71.27485048694277,,,,,
Gabon,GAB,"In-school proxy, primary age, male (%)",UIS.INS.PRM.M,,,,,,,,,,71.19883365526223,,,,,
Gabon,GAB,"In-school proxy, secondary BEST (2T3), female (%) [STRICT]",UIS.INS.SEC.F,,,,,,,,,,61.34010867509019,,,,,
